"","V1","effect_size","nonlinear","location","scale","interactions","V2"
"1",1,0.174258862217456,0,NA,NA,FALSE,NA
"2",2,0.373375235424113,0,NA,NA,FALSE,NA
"3",3,-0.0614464794265623,0,NA,NA,FALSE,NA
"4",4,-0.145853339127997,0,NA,NA,FALSE,NA
"5",5,0.329039261603474,0,NA,NA,FALSE,NA
"6",6,-0.0153895412218748,0,NA,NA,FALSE,NA
"7",7,0.00311702806528663,0,NA,NA,FALSE,NA
"8",8,0.0648918078999674,0,NA,NA,FALSE,NA
"9",9,0.270516215023658,0,NA,NA,FALSE,NA
"10",10,-0.203861820300847,0,NA,NA,FALSE,NA
"11",11,0.00475581220159875,0,NA,NA,FALSE,NA
"12",12,0.080263948620595,0,NA,NA,FALSE,NA
"13",13,-0.015954218726242,0,NA,NA,FALSE,NA
"14",14,0.120046882975439,0,NA,NA,FALSE,NA
"15",15,0.177859983668657,0,NA,NA,FALSE,NA
"16",5,-0.295403586648598,0,NA,NA,TRUE,7
