"","V1","effect_size","nonlinear","location","scale","interactions","V2"
"1",1,0.0707062842548792,FALSE,NA,NA,FALSE,NA
"2",2,0.022656129153649,FALSE,NA,NA,FALSE,NA
"3",3,-0.0388763961327012,FALSE,NA,NA,FALSE,NA
"4",4,-0.15738073537134,FALSE,NA,NA,FALSE,NA
"5",5,-0.11635568016313,FALSE,NA,NA,FALSE,NA
"6",6,-0.00548836461823137,FALSE,NA,NA,FALSE,NA
"7",7,-0.058522536428816,TRUE,-0.233227218783521,0.270301806740463,FALSE,NA
"8",8,0.0663459919538103,FALSE,NA,NA,FALSE,NA
"9",9,-0.0743570987023594,FALSE,NA,NA,FALSE,NA
"10",10,0.0192294037647634,FALSE,NA,NA,FALSE,NA
"11",3,-0.0449647345662945,FALSE,NA,NA,TRUE,5
"12",8,-0.0378971344863773,FALSE,NA,NA,TRUE,9
