"","V1","effect_size","nonlinear","location","scale","interactions","V2"
"1",1,0.181721552943494,0,NA,NA,FALSE,NA
"2",2,-0.0681960489927703,0,NA,NA,FALSE,NA
"3",3,-0.00811607872830387,0,NA,NA,FALSE,NA
"4",4,0.0290598720103926,0,NA,NA,FALSE,NA
"5",5,-0.0651667168658575,0,NA,NA,FALSE,NA
"6",6,-0.0218185928715104,0,NA,NA,FALSE,NA
"7",7,0.0149108749908786,0,NA,NA,FALSE,NA
"8",8,-0.111365335843176,0,NA,NA,FALSE,NA
"9",9,0.0367655559159397,0,NA,NA,FALSE,NA
"10",10,-0.0720905284242601,0,NA,NA,FALSE,NA
