"","X","V","Imp","rand"
"1",1,1,0.000862766677750526,0.0210964173567081
"2",2,2,0.00325366281140243,0.130784008905837
"3",3,3,0.00160025820590523,0.00602537260559204
"4",4,4,0.00537866371057033,0.086994213871687
"5",5,5,0.00369793163043981,0.000171871344375628
"6",6,6,0.0121623455806807,0.0031426482806206
"7",7,7,0.000844428081951091,0.0257064317420613
"8",8,8,0.00104035110902358,0.00797612034216772
"9",9,9,0.000490364405121545,0.0818722094784149
"10",10,10,0.00547587455595773,0.0275250964569051
"11",11,11,0.0021396013449124,0.0477949941101445
"12",12,12,6.33042406016855e-06,0.00355175043420154
"13",13,13,0.0119102243057371,0.18417329921349
"14",14,14,7.97702347431481e-06,0.0535659948687229
"15",15,15,0.0136606000708155,0.0695456283078869
