"","X","V","Imp","rand"
"1",1,1,0.000338417845391899,0.0307382951058114
"2",2,2,0.00196927396692707,0.00119054053278689
"3",3,3,0.00362538677850865,0.0174863819973121
"4",4,4,0.0350607543432695,0.0010277725024131
"5",5,5,0.000412349711833027,0.000398327779283032
"6",6,6,0.0280024189280771,0.00239568680001143
"7",7,7,0.000136906769166277,0.0861991153303169
"8",8,8,0.00917051693120946,0.0142442646636227
"9",9,9,0.000274287510665599,0.00017802680685118
"10",10,10,0.0119495285706817,0.00198390764668131
"11",11,11,0.00605456705224786,0.0156183880653041
"12",12,12,0.00553601262938078,0.0172889882379065
"13",13,13,4.60683557439048e-05,2.20149892174778e-05
"14",14,14,0.0028502937196136,0.55800347132746
"15",15,15,0.00417779321521474,0.00309777470470514
