"","V1","effect_size","nonlinear","location","scale","interactions","V2"
"1",1,0.0336470955380976,TRUE,0.107709100084851,0.755541973707113,FALSE,NA
"2",2,0.171939360752167,FALSE,NA,NA,FALSE,NA
"3",3,0.0616748050530816,FALSE,NA,NA,FALSE,NA
"4",4,0.0325521476471546,TRUE,1.70686449134038,2.04501556410434,FALSE,NA
"5",5,-0.0790460226237835,FALSE,NA,NA,FALSE,NA
"6",6,-0.108988772043157,TRUE,1.04565149412085,0.44963167142123,FALSE,NA
"7",7,-0.0633183055725249,FALSE,NA,NA,FALSE,NA
"8",8,-0.00434474326579984,FALSE,NA,NA,FALSE,NA
"9",9,0.0132242289379707,FALSE,NA,NA,FALSE,NA
"10",10,-0.0571411622732579,FALSE,NA,NA,FALSE,NA
"11",2,0.0362953323251891,FALSE,NA,NA,TRUE,10
