"","X","V","Imp","rand"
"1",1,1,0.00132459766399101,0.133615829994019
"2",2,2,0.00078436929622493,0.196857487090277
"3",3,3,0.0132898678558602,0.0814147116800367
"4",4,4,0.0183891145998411,0.00939100945964373
"5",5,5,0.00440858700580741,0.0163451097409712
"6",6,6,0.0896554341403886,0.0201009491641609
"7",7,7,0.0286129850976223,2.53592265140837e-06
"8",8,8,0.0146629983122216,0.053408345106261
"9",9,9,0.00365896251847498,0.00520921481057919
"10",10,10,0.00307726232407874,0.00544458524579841
"11",11,11,0.00248544835731357,0.0692221978225168
"12",12,12,0.0292159911544769,0.105287523140453
"13",13,13,0.0357593640662241,0.0142812417549887
"14",14,14,0.00334267962462409,0.0326003557094988
"15",15,15,0.00139594160812007,0.0068117338167104
