"","X","V","Imp","rand"
"1",1,1,8.9820581467052e-05,5.55397499754844e-06
"2",2,2,0.0298887405775927,0.016988139655587
"3",3,3,0.000844106963594249,0.00916888532802605
"4",4,4,0.0156124441318479,0.109400247360435
"5",5,5,0.0666848913271524,0.120560345291186
"6",6,6,5.2346581931184e-05,0.00193633081129142
"7",7,7,0.00491812071897626,0.00718451385138433
"8",8,8,0.0121431833306628,0.000507087183524603
"9",9,9,0.00944627886351721,0.128230792818584
"10",10,10,6.71322594738568e-05,0.0851275695968973
"11",11,11,8.42645350401727e-06,0.162472175440407
"12",12,12,0.00308683781269969,0.0132409217381169
"13",13,13,0.028852495596563,0.00671293636703403
"14",14,14,0.000921671489863312,0.0481862945786038
"15",15,15,0.0692855545958959,0.0401807708077101
