"","V1"
"1",0.505691496942081
"2",1.25077498374836
"3",0.734353436478076
"4",-1.26301505767078
"5",-1.57715628718744
"6",-1.10329795228175
"7",0.328073118570954
"8",1.1775703627496
"9",1.24743394842548
"10",1.80888740909082
"11",-0.850985043710767
"12",-0.2627607466758
"13",-0.291047287015445
"14",-1.14587772880701
"15",1.03486427165837
"16",0.369389783446708
"17",-0.845165559135752
"18",1.00417089732388
"19",0.213384149826576
"20",-0.0853234536425693
"21",1.69258078238729
"22",-0.213471781474684
"23",0.216008930249472
"24",0.131168590824569
"25",0.584084269466731
"26",-0.93970551085374
"27",0.405269835974512
"28",0.37342984552274
"29",0.307502462778639
"30",-0.717267031839153
"31",1.72153283184237
"32",0.165509146677128
"33",-1.90777735549929
"34",-1.5682532540979
"35",-0.064373881667353
"36",-1.11564246601233
"37",-1.09670222356856
"38",-0.0290832976156416
"39",0.89690264234398
"40",1.08689830539911
"41",2.0801087092246
"42",-0.671885292669532
"43",0.0786682692730306
"44",-0.749812252282435
"45",-1.38111370733632
"46",-1.56802954647503
"47",0.914088372733886
"48",-0.652260489399813
"49",0.205937789554261
"50",-0.434277435594097
