"","V1","effect_size","nonlinear","location","scale","interactions","V2"
"1",1,-0.324132456472185,TRUE,0.311175364967972,0.66580542223528,FALSE,NA
"2",2,0.00140067952143579,FALSE,NA,NA,FALSE,NA
"3",3,-0.0572029116127701,FALSE,NA,NA,FALSE,NA
"4",4,-0.0765544583001227,FALSE,NA,NA,FALSE,NA
"5",5,0.0662788155428796,FALSE,NA,NA,FALSE,NA
"6",6,-0.422314465684481,FALSE,NA,NA,FALSE,NA
"7",7,-0.0201351037312378,FALSE,NA,NA,FALSE,NA
"8",8,-0.370819599648021,TRUE,-1.56748575518842,1.42297197491203,FALSE,NA
"9",9,0.0907572359777677,FALSE,NA,NA,FALSE,NA
"10",10,-0.209825397597062,FALSE,NA,NA,FALSE,NA
"11",11,0.0440982647170221,FALSE,NA,NA,FALSE,NA
"12",12,-0.253704696676652,FALSE,NA,NA,FALSE,NA
"13",13,0.0376957868563221,FALSE,NA,NA,FALSE,NA
"14",14,-0.034015891331429,FALSE,NA,NA,FALSE,NA
"15",15,0.0808252112416677,TRUE,-0.39327361449413,0.523703646126632,FALSE,NA
