"","V1","effect_size","nonlinear","location","scale","interactions","V2"
"1",1,-0.223527005223378,FALSE,NA,NA,FALSE,NA
"2",2,0.248128746107883,FALSE,NA,NA,FALSE,NA
"3",3,-0.0481292389508459,FALSE,NA,NA,FALSE,NA
"4",4,-0.248949054824396,TRUE,-0.788335938527436,1.66390609919074,FALSE,NA
"5",5,0.429306428357417,FALSE,NA,NA,FALSE,NA
"6",6,0.179752217475622,FALSE,NA,NA,FALSE,NA
"7",7,0.35343643985506,FALSE,NA,NA,FALSE,NA
"8",8,0.152797623071999,FALSE,NA,NA,FALSE,NA
"9",9,-0.142339916896289,FALSE,NA,NA,FALSE,NA
"10",10,0.0203560469601444,FALSE,NA,NA,FALSE,NA
"11",6,0.003226443304603,FALSE,NA,NA,TRUE,8
"12",4,0.0333218401911699,FALSE,NA,NA,TRUE,9
