"","V1","effect_size","nonlinear","location","scale","interactions","V2"
"1",1,-0.00204594038630049,FALSE,NA,NA,FALSE,NA
"2",2,-0.0275471165025708,FALSE,NA,NA,FALSE,NA
"3",3,0.177134177858804,FALSE,NA,NA,FALSE,NA
"4",4,-0.0783158205358852,FALSE,NA,NA,FALSE,NA
"5",5,0.0559946278386267,FALSE,NA,NA,FALSE,NA
"6",6,-0.0229577735362692,FALSE,NA,NA,FALSE,NA
"7",7,-0.0317379751117388,FALSE,NA,NA,FALSE,NA
"8",8,0.0385636040599862,FALSE,NA,NA,FALSE,NA
"9",9,-0.0847851909897593,FALSE,NA,NA,FALSE,NA
"10",10,0.0094481786837263,TRUE,-1.90168063266352,3.54295631290829,FALSE,NA
"11",9,0.02316524705732,FALSE,NA,NA,TRUE,10
"12",1,0.101225208278619,FALSE,NA,NA,TRUE,3
