"","X","V","Imp","rand"
"1",1,1,0.00049506250852276,0.0050680227014302
"2",2,2,0.00589469266862407,0.041453145541686
"3",3,3,0.00343987130463723,0.0304947012798296
"4",4,4,0.0944667751384934,0.109570773881829
"5",5,5,0.00048944751756384,0.0469463310030021
"6",6,6,0.000608826549587195,0.00683146299542038
"7",7,7,0.00164392867479719,0.109372170828914
"8",8,8,0.029719486385346,0.0350587392359825
"9",9,9,0.00680692926441008,0.144342544609741
"10",10,10,0.00258359840679487,0.00131907824456051
"11",11,11,0.0306323294607536,0.0547579320068769
"12",12,12,0.017011259383631,0.0220902125321522
"13",13,13,0.0500051192631855,0.0465493168559683
"14",14,14,0.0059908661910496,0.0540908139653591
"15",15,15,0.000197503470956908,0.0420313926500167
