"","V1"
"1",-0.397636648710293
"2",0.192365815388713
"3",0.227483677598962
"4",0.5250835757725
"5",0.217838552473672
"6",0.33965725354832
"7",-1.01090107583204
"8",0.617554531675093
"9",0.000734555466666174
"10",-0.964537150876909
"11",-0.328234759810697
"12",-0.272358591296641
"13",0.5905276499928
"14",0.697595686114736
"15",0.48601755715147
"16",-0.650321315994442
"17",0.374846708519188
"18",0.203016533661204
"19",-0.274045425165563
"20",0.791261797724725
"21",0.208575065182637
"22",-0.290672154831331
"23",-0.470443464410752
"24",0.0718998595179243
"25",0.261495191235579
"26",0.272741920236379
"27",-0.0522767639568346
"28",-0.296348031367068
"29",-0.278059065132281
"30",-0.00519024991953239
"31",0.661615568551827
"32",-0.774316037578388
"33",-0.322285286238493
"34",0.0813483620667186
"35",0.935809016208101
"36",0.755042905357633
"37",-0.693057131831385
"38",-0.830941907523186
"39",0.415216912766671
"40",-0.327075959074666
"41",0.241960036090431
"42",0.201749687120256
"43",0.502591382209694
"44",0.287132516810346
"45",-0.62809324374611
"46",-0.20618450680244
"47",0.329729245622755
"48",-0.916149727428765
"49",-0.344321381611645
"50",-0.157441684925536
