"","X","V","Imp","rand"
"1",1,1,0.00205757562678193,0.00996445253641693
"2",2,2,0.0104985121347645,0.0147728769959914
"3",3,3,0.00341373004205599,0.00328426417478838
"4",4,4,2.3709799787927e-06,0.00314104563868324
"5",5,5,0.191955242057267,0.073272062158082
"6",6,6,0.100742409387582,0.00262087002857001
"7",7,7,0.00617132177724601,0.1550347818399
"8",8,8,0.0985853569500831,0.0266330033036223
"9",9,9,0.00735304171679663,0.137180363371892
"10",10,10,0.000410171536546505,0.0446825295449025
"11",11,11,0.134408646839151,0.0917068150803976
"12",12,12,0.0597285052458014,0.0165501739302709
"13",13,13,0.086922720656365,0.000937613384068108
"14",14,14,0.0195228795109147,0.0120212062811266
"15",15,15,0.0235637277284005,0.158109207039982
