"","X","V","Imp","rand"
"1",1,1,0.00547099220071575,0.278646073086332
"2",2,2,0.00166838272164461,0.01572376541824
"3",3,3,0.00500602249928554,0.0079531466300979
"4",4,4,0.000217038227581251,0.00465294852100188
"5",5,5,0.00277368835407836,0.00362182181516945
"6",6,6,0.00140478810734138,0.00402248966229437
"7",7,7,0.00465894431044496,0.00853561851181864
"8",8,8,0.000183483856340208,0.00447359129583382
"9",9,9,0.0287123115582624,0.0733099260486907
"10",10,10,2.17425857054217e-06,0.055466613567683
"11",11,11,0.00658514718029327,0.0631455390002402
"12",12,12,0.000108022725775922,0.00406543946417596
"13",13,13,0.00351811767721086,0.0625123715546978
"14",14,14,0.000240659373200805,0.162883316810797
"15",15,15,0.00191750517276384,0.000963598887221307
