"","V1"
"1",0.0191181874754807
"2",-0.1772490076054
"3",-0.089995708116209
"4",-0.0111606361829181
"5",0.0522505919861517
"6",-0.18801829190811
"7",-0.180337335642989
"8",-0.195444420314031
"9",-0.443098634162428
"10",-0.340965118274903
"11",-0.306750066609614
"12",-0.311342297218902
"13",-0.332347698664336
"14",-0.307794539182456
"15",-0.191482827018523
"16",0.0974492455118176
"17",0.179464227061406
"18",0.150097374487765
"19",0.108038252938108
"20",0.0726182906117063
"21",0.292182710004523
"22",0.257414934934792
"23",0.52193584254255
"24",0.295653718003836
"25",0.0813089945508884
"26",-0.0739791872132914
"27",0.162497721073964
"28",0.350849090159134
"29",0.385695485533338
"30",0.123391101238647
