"","V1","effect_size","nonlinear","location","scale","interactions","V2"
"1",1,-0.0791688588953038,FALSE,NA,NA,FALSE,NA
"2",2,-0.249177103635462,FALSE,NA,NA,FALSE,NA
"3",3,0.0821241373505959,FALSE,NA,NA,FALSE,NA
"4",4,-0.0603130682558465,TRUE,0.527566279082101,0.211939825676382,FALSE,NA
"5",5,-0.104925072964368,FALSE,NA,NA,FALSE,NA
"6",6,0.200769564018078,FALSE,NA,NA,FALSE,NA
"7",7,0.27187212307437,FALSE,NA,NA,FALSE,NA
"8",8,0.175332312407351,FALSE,NA,NA,FALSE,NA
"9",9,0.012783166440916,FALSE,NA,NA,FALSE,NA
"10",10,0.0207622589624113,FALSE,NA,NA,FALSE,NA
"11",11,0.062049434111914,TRUE,-0.630931370434216,0.210270565934479,FALSE,NA
"12",12,0.0796095227092771,FALSE,NA,NA,FALSE,NA
"13",13,-0.0130534546735763,FALSE,NA,NA,FALSE,NA
"14",14,-0.0645204006085537,TRUE,-2.94289186443585,0.469921382144094,FALSE,NA
"15",15,-0.00738114398753054,FALSE,NA,NA,FALSE,NA
