"","X","V","Imp","rand"
"1",1,1,0.0379975461898384,0.225350866764746
"2",2,2,0.0191120593369439,0.0218236690968587
"3",3,3,0.0100916035819351,0.0400652368147254
"4",4,4,0.0505270564356806,0.0113257626050682
"5",5,5,0.0286370998428595,0.0902691241559451
"6",6,6,0.00407765540562173,0.0251185129050989
"7",7,7,0.00504415024831211,1.19596810903209e-07
"8",8,8,0.0103867975402477,0.00190531700549656
"9",9,9,0.00321389065749582,0.156551940632128
"10",10,10,0.0480230115597634,0.0463697715064249
"11",11,11,0.00729244959549447,0.126808349706084
"12",12,12,9.04113259249638e-05,0.00365536209822673
"13",13,13,0.0562683268223238,0.000871232193463305
"14",14,14,0.00700774279400044,7.56635914756793e-06
"15",15,15,0.0188058612667198,0.000118220256388039
