"","X","V","Imp","rand"
"1",1,1,0.00808877990778645,9.50894459108852e-07
"2",2,2,0.00584163504714115,0.138784451694545
"3",3,3,0.00393918154375312,0.0949521736304575
"4",4,4,0.00520406902671628,0.00114893796479148
"5",5,5,0.00355840521805515,0.0048665229352526
"6",6,6,0.0125483642403394,0.00560960795630032
"7",7,7,0.000900500767274692,0.104415315386196
"8",8,8,2.93253868240491e-06,0.11977848228803
"9",9,9,0.00355969200557589,0.112773548034223
"10",10,10,0.000492521127573391,0.0179646659591014
"11",11,11,0.00441377263008825,0.0210106058064046
"12",12,12,0.0065460344597803,0.101257834128183
"13",13,13,0.000174751411703857,0.000923048370008423
"14",14,14,0.000429972788144669,0.0090355660656127
"15",15,15,0.00678986537093514,0.0173607996412288
