"","V1","effect_size","nonlinear","location","scale","interactions","V2"
"1",1,-0.233454911711262,FALSE,NA,NA,FALSE,NA
"2",2,0.0763076673995878,FALSE,NA,NA,FALSE,NA
"3",3,0.0954929215423542,FALSE,NA,NA,FALSE,NA
"4",4,0.159656764458033,FALSE,NA,NA,FALSE,NA
"5",5,-0.0431771876031103,FALSE,NA,NA,FALSE,NA
"6",6,-0.0308546209103378,FALSE,NA,NA,FALSE,NA
"7",7,-0.284847460445089,FALSE,NA,NA,FALSE,NA
"8",8,0.0273847229052807,FALSE,NA,NA,FALSE,NA
"9",9,0.266070025065621,TRUE,0.155682891920618,0.861852466086757,FALSE,NA
"10",10,0.136793539937874,FALSE,NA,NA,FALSE,NA
"11",11,0.0833084891285894,FALSE,NA,NA,FALSE,NA
"12",12,-0.0433116278155476,FALSE,NA,NA,FALSE,NA
"13",13,-0.326502245265559,FALSE,NA,NA,FALSE,NA
"14",14,0.0906105226452975,FALSE,NA,NA,FALSE,NA
"15",15,0.208909897192571,FALSE,NA,NA,FALSE,NA
"16",4,0.30715451588895,FALSE,NA,NA,TRUE,8
"17",9,0.178423497508544,FALSE,NA,NA,TRUE,15
