"","X","V","Imp","rand"
"1",1,1,0.0169579313217779,0.006102367092305
"2",2,2,0.0090236258064397,0.0809028355673383
"3",3,3,0.00805807552015226,0.061942542747043
"4",4,4,0.0091661153870136,0.127299270118691
"5",5,5,0.000230424891631449,0.0214802336297769
"6",6,6,0.000496332899815219,0.00611802205454893
"7",7,7,0.000210834795561968,0.0512452367344295
"8",8,8,0.000432657455419182,0.0296537381430515
"9",9,9,0.00384847654709855,0.0615437909688951
"10",10,10,0.00020141470871881,0.011364109991207
"11",11,11,0.00464771015776587,0.0109905872973887
"12",12,12,8.75531115505983e-05,0.000928822370846315
"13",13,13,0.00161375154670256,0.202934269686271
"14",14,14,0.0753458394942161,0.0773413435050126
"15",15,15,0.0751786916828158,1.94499455918177e-06
