"","V1"
"1",-0.00599271352555489
"2",0.00134009353689299
"3",-0.518060482180056
"4",-0.868271945533231
"5",-0.625499657395947
"6",-0.656686167773589
"7",-0.352119375897005
"8",0.145447082439818
"9",-0.227181055358952
"10",-0.877326273173054
"11",-1.04713710381418
"12",-0.809006841000539
"13",-0.025770770335423
"14",1.03249532235173
"15",0.522229080353659
"16",0.149444495894561
"17",-0.438759099394867
"18",0.342770902816067
"19",0.341396323939635
"20",0.143206490860157
"21",0.878731335444876
"22",1.34513821828322
"23",1.85333068898808
"24",2.03395393952107
"25",1.79055609225703
"26",0.58207929172324
"27",0.151119367942386
"28",0.123699466962244
"29",-0.0112031309920657
"30",-0.0682930587425437
"31",-0.255876980842357
"32",-0.803356388827029
"33",-0.397600043902961
"34",-0.368595469056077
"35",-0.66252399612219
"36",-1.27723045229962
"37",-0.99185155042141
"38",-0.424482082508818
"39",-0.0665599776223805
"40",-0.51574019897363
"41",-0.730082059837867
"42",-0.0591408791056904
"43",-0.131242946662759
"44",-0.128192495447203
"45",0.0344585709516749
"46",0.975302009772251
"47",1.17454569671366
"48",-0.072672383022455
"49",-0.181134331827846
"50",-0.0236545591549401
