"","X","V","Imp","rand"
"1",1,1,0.0114570916626207,0.0197040923712795
"2",2,2,0.0408891298721319,0.0189998301821495
"3",3,3,0.311587884222631,0.157342892404501
"4",4,4,0.00410583019100966,0.000623083794080799
"5",5,5,0.00310675293172271,0.0046720046562152
"6",6,6,0.234399056654552,0.307952597577134
"7",7,7,0.0061159137532177,0.00325067734301603
"8",8,8,0.0664014984259348,0.000192932762030022
"9",9,9,0.00454300529187377,0.0481025563387934
"10",10,10,0.00739375506953771,0.0221283881100228
"11",11,11,0.185429555942489,0.0234156463366978
"12",12,12,0.0225113500328548,0.095372370367398
"13",13,13,0.356918869816848,0.0302754669141163
"14",14,14,0.040957844539482,0.0113784386637354
"15",15,15,0.00258973802798581,0.00658098492024807
