"","X","V","Imp","rand"
"1",1,1,0.0359889902499978,0.13414603384422
"2",2,2,0.0387786307699287,0.0301544648614284
"3",3,3,0.158333039495767,0.127060471958433
"4",4,4,0.0124338406186666,0.187631534376148
"5",5,5,0.00928189273030403,0.0105094108845937
"6",6,6,0.0374422307961453,0.00370844891001332
"7",7,7,0.0164393132551089,0.0374448127216999
"8",8,8,0.0303739765655912,0.0682475700389057
"9",9,9,0.00664712861790806,0.000149097465007583
"10",10,10,0.000668180686193259,0.0285153804185676
"11",11,11,0.0546060513759387,0.0506752818638406
"12",12,12,0.0525247838815474,0.0299778920225811
"13",13,13,0.08536225587524,0.000211332628569424
"14",14,14,0.0185546962069613,0.00177935671954307
"15",15,15,0.00500090628364607,0.0397803487697809
