"","V1"
"1",0.750499394159839
"2",-0.135393128008311
"3",0.138720847780274
"4",-0.17335170668192
"5",-1.59909655281229
"6",-0.986351673823653
"7",-0.245155055814323
"8",-0.323200397599372
"9",1.43121031440775
"10",1.1018123322667
"11",-0.0759888112989413
"12",0.549437361931957
"13",2.2054521123126
"14",1.94625377945774
"15",0.598964674666311
"16",-0.381932656981344
"17",-2.48412054735866
"18",-1.39161920639454
"19",-0.259046897544028
"20",-0.512215132827338
"21",0.511857324708768
"22",0.0613368307319804
"23",0.098957226555454
"24",0.700494132014497
"25",-0.607194710367962
"26",-1.24808587918338
"27",-0.419642039711972
"28",0.7649292028114
"29",0.160137109521245
"30",-0.177668246918496
