"","V1"
"1",0.188085581482362
"2",-1.16307293708081
"3",-0.255968568142583
"4",-0.57507172742025
"5",1.49438733579218
"6",0.660863133386157
"7",0.575465806371487
"8",-0.166523948462025
"9",0.954039185891343
"10",0.962463324194703
"11",0.223180403603909
"12",-0.789567758578722
"13",0.586078552938192
"14",0.698359239433529
"15",1.08594650052433
"16",1.19177561350288
"17",1.1203601449471
"18",-0.410571127290142
"19",-0.83130351037197
"20",0.481442030269363
"21",0.933938668032247
"22",-1.55095688895263
"23",-1.10019883568061
"24",-0.640405731312788
"25",-0.266370289796701
"26",-0.130284466514919
"27",0.897958208613306
"28",0.0343376214029656
"29",0.24366042869589
"30",-0.35055565399515
"31",0.447513387205904
"32",0.0964995351719047
"33",-0.808849176313714
"34",-0.956211366772662
"35",-1.81969393810451
"36",-0.978001904340467
"37",-1.30556010092651
"38",-0.780854091432896
"39",0.640020179756345
"40",3.3527562365351
"41",1.26718790379652
"42",0.641568050846118
"43",-0.784286604098964
"44",-0.379348194668911
"45",-1.02908223797033
"46",-0.66060085586749
"47",-0.993547102719116
"48",0.835877102054769
"49",0.221418511476809
"50",-0.826015582575281
"51",-0.567387687380481
"52",-1.37337007393205
"53",0.277654622195206
"54",-0.201789066225102
"55",1.32644423760893
"56",0.677904280803813
"57",1.42724679189602
"58",0.540914539106718
"59",-0.0519482044299595
"60",0.33558436357646
"61",0.162737369905831
"62",0.686866001991652
"63",1.39799196907862
"64",1.48660888588501
"65",2.69773884436236
"66",1.54354689395344
"67",0.148907963822671
"68",0.369743914521568
"69",0.79098377466108
"70",-0.479874493692293
"71",-1.78330035456767
"72",0.398834845419711
"73",-1.97945026129744
"74",-0.324942119144507
"75",0.36392943953819
"76",1.09954840526678
"77",0.671712935459945
"78",-0.109364472033329
"79",-0.475205117183686
"80",-0.252547622827909
"81",0.947091338763818
"82",-0.198846948674264
"83",-1.3224224068047
"84",-1.84200186430166
"85",-0.990209912017842
"86",-0.492843376961625
"87",-0.12030353100628
"88",-1.86961329738872
"89",-0.0840118721618925
"90",-0.731057815502805
"91",-0.897080301998475
"92",0.126770505525199
"93",1.00222222536252
"94",1.16210525618163
"95",-0.662449063675422
"96",-1.55748526534886
"97",-1.44011184058151
"98",-0.15818029305544
"99",-0.966155715284307
"100",1.00658348605582
