"","V1","effect_size","nonlinear","location","scale","interactions","V2"
"1",1,-0.122438223377197,FALSE,NA,NA,FALSE,NA
"2",2,-0.181354803395955,FALSE,NA,NA,FALSE,NA
"3",3,0.181167892844222,FALSE,NA,NA,FALSE,NA
"4",4,0.0285329624445873,FALSE,NA,NA,FALSE,NA
"5",5,-0.00490266007138303,FALSE,NA,NA,FALSE,NA
"6",6,0.161839939634752,FALSE,NA,NA,FALSE,NA
"7",7,-0.102998996751395,FALSE,NA,NA,FALSE,NA
"8",8,-0.159592220317483,FALSE,NA,NA,FALSE,NA
"9",9,0.113163146406024,TRUE,-1.03229165218531,0.163037750404328,FALSE,NA
"10",10,-0.175623289163637,FALSE,NA,NA,FALSE,NA
"11",11,0.194446706434092,FALSE,NA,NA,FALSE,NA
"12",12,-0.143340242420638,FALSE,NA,NA,FALSE,NA
"13",13,0.0230074741971962,FALSE,NA,NA,FALSE,NA
"14",14,-0.0596651456088745,FALSE,NA,NA,FALSE,NA
"15",15,-0.00899106616863719,FALSE,NA,NA,FALSE,NA
"16",3,-0.00748513498780971,FALSE,NA,NA,TRUE,8
