"","X","V","Imp","rand"
"1",1,1,0.0241017753422023,0.0445470757615145
"2",2,2,0.0719688761589562,0.0142251297519631
"3",3,3,0.153980642170907,0.0019503226924052
"4",4,4,0.0478802499419127,0.00722417602638474
"5",5,5,0.0260675299954973,0.0162957413103256
"6",6,6,0.0465814513808268,0.0136768375946812
"7",7,7,0.0116836655279914,0.0962488861829006
"8",8,8,0.270714289407269,0.263953999538373
"9",9,9,0.040503722362206,0.0205279022287595
"10",10,10,0.00679416669556411,0.00264854518278596
"11",11,11,0.00356147076174304,0.0081528822494362
"12",12,12,0.0404821576057822,0.00512083132604216
"13",13,13,0.273691812246797,0.0582709037947797
"14",14,14,0.00429426773153356,0.196919726655918
"15",15,15,0.00463292590874177,0.000205598829969604
