"","X","V","Imp","rand"
"1",1,1,0.0463290225090365,0.00174768997716166
"2",2,2,0.00979940786603194,0.0610689071947952
"3",3,3,0.00796991481073326,0.00491774488381964
"4",4,4,0.0177889855544951,0.005886060450566
"5",5,5,0.0404980648628747,0.0375463979122277
"6",6,6,0.0139858036343293,0.00760733754144956
"7",7,7,0.000359977470697238,0.0595562613679073
"8",8,8,0.00493508316730953,0.0544554728136511
"9",9,9,0.00200714543603852,0.00414020182915608
"10",10,10,0.0757071606795757,0.0550653261641795
"11",11,11,0.00231758208240592,0.153544570767762
"12",12,12,0.014687027987966,0.0521362217722298
"13",13,13,0.0351287832347394,0.0218935516326354
"14",14,14,0.0530455650633071,0.158088365070485
"15",15,15,0.0124559419989323,0.07232790755067
