"","V1"
"1",0.294651792623917
"2",0.773031354921417
"3",0.210727423781369
"4",-0.508640730883621
"5",-0.648602774184076
"6",-0.319599163741906
"7",-0.347740183313849
"8",-0.839262263381181
"9",0.836515452721307
"10",-0.122935568802484
"11",-0.140108055051446
"12",-0.188595496054098
"13",0.176891296691273
"14",0.56504893508443
"15",0.698661687946985
"16",0.395366783704906
"17",-0.306723726199452
"18",0.238714283472621
"19",-0.324920417557298
"20",-0.697453346039865
"21",-0.0595756914396509
"22",-0.488375610955088
"23",-0.451805134857616
"24",0.557647371960054
"25",-0.0143876651291768
"26",0.34793363244872
"27",-0.0957030655794626
"28",-0.543936516742564
"29",-0.0982356263606013
"30",1.10141102091643
