"","V1"
"1",0.185939477582661
"2",-0.217162255906893
"3",-0.128825860909942
"4",-0.183274087410763
"5",-0.154407591152675
"6",-0.186221873617574
"7",-0.160997966126493
"8",0.108623424377141
"9",0.160663062744217
"10",-0.00450566064534365
"11",0.0948358928309563
"12",0.081737083455224
"13",0.311598984326628
"14",0.328297726875582
"15",-0.0303192097987507
"16",-0.480012542648645
"17",-0.0313397776812208
"18",0.526170928893627
"19",-0.219464222099531
"20",0.0476783629520606
"21",0.375498657137623
"22",0.819622963916552
"23",0.325540088258098
"24",-0.660730473769574
"25",-1.83290684422193
"26",-1.47279909905201
"27",-1.61092264974729
"28",-1.15337905678547
"29",-1.30928915367737
"30",-0.581923898128042
"31",-1.06458811065646
"32",-0.871504355711823
"33",-0.737498121424908
"34",-0.25398519319111
"35",0.582480734466761
"36",1.68769992084865
"37",0.937861008378249
"38",0.185955977827826
"39",-0.0506526568917628
"40",-0.391734137452268
"41",-0.185466047068195
"42",0.405572827387726
"43",0.232034399234885
"44",0.734891830605522
"45",1.28442484597033
"46",1.16581448367671
"47",0.931063492117063
"48",1.06212600516957
"49",0.957242445745523
"50",0.440536220996844
