"","X","V","Imp","rand"
"1",1,1,0.0084143112191013,0.00232993093964567
"2",2,2,0.0332587122232706,0.0462585756932009
"3",3,3,0.051737975949467,0.00190428970045699
"4",4,4,0.00810283918244513,0.0376461999317115
"5",5,5,0.0712111478363373,0.0568139379703096
"6",6,6,0.0172862533328301,0.0550261864609858
"7",7,7,0.0748567627073626,0.0316189151467872
"8",8,8,0.00182971577559097,0.248662890357129
"9",9,9,0.0117562396023229,0.00437361860570844
"10",10,10,0.0134528561354329,0.0388058427654147
"11",11,11,0.00873811920813122,0.0605929062833821
"12",12,12,2.53685266256249e-05,0.0138697128900483
"13",13,13,0.0650285709618462,0.014289706968982
"14",14,14,0.000369010354300995,0.0236209628609936
"15",15,15,0.00920875191487318,0.114046163830329
