"","X","V","Imp","rand"
"1",1,1,0.0785562356720704,0.0165235844352229
"2",2,2,0.143040208603349,0.0181692478344112
"3",3,3,0.0451444850486781,0.0258227126435923
"4",4,4,0.00766362439788449,0.032366173324588
"5",5,5,0.00579538664787119,0.0715125685928138
"6",6,6,0.00942695818684191,9.711864324841e-07
"7",7,7,0.301645752178685,0.0679078385665792
"8",8,8,0.00129227969802867,0.00975600008305895
"9",9,9,0.00200440955407256,0.00539543929726434
"10",10,10,0.0121318199134222,0.0059153561222155
"11",11,11,0.028105954107766,0.0127132055184458
"12",12,12,0.00279073060214681,0.179898948522966
"13",13,13,0.00822313236206591,0.303056606589019
"14",14,14,0.00115892435102293,6.77887536579319e-05
"15",15,15,0.0581402434223604,0.000882343592676934
