"","V1","effect_size","nonlinear","location","scale","interactions","V2"
"1",1,0.039531075424394,0,NA,NA,FALSE,NA
"2",2,-0.091597159905085,0,NA,NA,FALSE,NA
"3",3,-0.00743571475509289,0,NA,NA,FALSE,NA
"4",4,-0.00435073114363996,0,NA,NA,FALSE,NA
"5",5,0.0222073413889506,0,NA,NA,FALSE,NA
"6",6,0.0907596135052239,0,NA,NA,FALSE,NA
"7",7,-0.147918695385908,0,NA,NA,FALSE,NA
"8",8,-0.0876951768440542,0,NA,NA,FALSE,NA
"9",9,-0.0435935625908939,0,NA,NA,FALSE,NA
"10",10,-0.110776650937863,0,NA,NA,FALSE,NA
