"","X","V","Imp","rand"
"1",1,1,0.0220394223313729,0.0133547767072788
"2",2,2,0.0247385303870972,0.00959298057976707
"3",3,3,0.104812253868686,0.101459393683699
"4",4,4,0.00377502716521876,0.113364043514807
"5",5,5,0.0364077461880288,0.0365992528763181
"6",6,6,0.0216080140140266,0.020071386576893
"7",7,7,0.00611082241442916,0.0176700847956743
"8",8,8,0.0294623462605729,1.91589683859974e-05
"9",9,9,0.0434591797886768,0.108882655284728
"10",10,10,0.0086495047250731,0.00221488110826992
"11",11,11,0.00888814271039058,0.0247987463444548
"12",12,12,0.07892111983653,0.0140644654616341
"13",13,13,6.83191398215958e-05,0.180150288511525
"14",14,14,0.00148141713317213,0.0926948803709696
"15",15,15,0.172072311770328,0.0150184022147972
