"","X","V","Imp","rand"
"1",1,1,0.0704417682425313,0.059298353428046
"2",2,2,0.00655705340222854,0.0404679982117856
"3",3,3,0.0234477011275495,0.10210112542536
"4",4,4,0.012710832184254,0.00650821820041681
"5",5,5,0.219457437125088,0.00392696756270931
"6",6,6,0.0452176507131188,0.113797886140831
"7",7,7,0.00236429084282712,0.0395612079040627
"8",8,8,0.0491009585628,0.016715841322991
"9",9,9,0.201194035216089,0.0149984413600735
"10",10,10,0.0257264149933648,0.0669780206889827
"11",11,11,0.0518637670289289,0.000419496715085742
"12",12,12,0.103252282914009,0.0332775537182
"13",13,13,0.0823415807958077,0.000950003389009708
"14",14,14,0.0174867843235021,0.238101252521823
"15",15,15,0.0275415163124525,0.0128720915223573
