"","X","V","Imp","rand"
"1",1,1,0.0363510324719411,0.130351964856366
"2",2,2,0.00612880569989041,0.0674702095198571
"3",3,3,0.000228824014376668,0.0892797695354635
"4",4,4,0.0387261448061032,0.00467860331220946
"5",5,5,0.104376858304216,0.0170576675143914
"6",6,6,0.000122908605961258,0.0216688351316036
"7",7,7,0.0618945366375867,0.00364680432324544
"8",8,8,0.0324008313843602,0.0782861078192103
"9",9,9,0.060078755971772,0.0565068879557319
"10",10,10,0.109474239368033,0.0331831101496779
"11",11,11,0.000447122816829229,0.112655028410631
"12",12,12,0.0913144344503045,0.0215786759989178
"13",13,13,0.00692259630092829,0.0333531275435005
"14",14,14,0.00285902851851154,0.025044429556233
"15",15,15,0.0824581400560737,0.0552270340729765
