"","X","V","Imp","rand"
"1",1,1,0.0106821778003908,0.0580672319274389
"2",2,2,1.31250532150962e-05,0.0842830397238137
"3",3,3,0.00080353578682031,0.00799913010759293
"4",4,4,0.00147335148168051,0.00121404255840036
"5",5,5,0.00619080355391048,0.0028725843382286
"6",6,6,0.00176981257069745,0.010454283859206
"7",7,7,0.0070503936571942,0.0567319915426461
"8",8,8,0.000899807543707803,0.146374363217373
"9",9,9,0.000151260293979522,0.0289346632913302
"10",10,10,0.0031612768938893,0.0937413774282959
"11",11,11,0.00559304303827335,0.0780106318170892
"12",12,12,0.0355900265737292,0.122695696812015
"13",13,13,0.00256718973311717,0.0438639197889654
"14",14,14,0.0413723515703165,0.00636586224851453
"15",15,15,0.00696026341656634,0.00833489130890597
