"","X","V","Imp","rand"
"1",1,1,0.145643155584604,0.0573913221787441
"2",2,2,0.0294212541914901,0.064776810733984
"3",3,3,0.0557988663460895,0.00676664639478502
"4",4,4,0.125256435263355,0.199271057086213
"5",5,5,0.0292278576941515,0.0138366527064018
"6",6,6,0.0154695265127942,0.033115484049928
"7",7,7,0.0568622184669069,0.0797212723822841
"8",8,8,0.101805049890152,0.00533292561393916
"9",9,9,0.00510580183589846,0.000243857398193731
"10",10,10,0.0056567278564803,0.163825779108554
"11",11,11,0.100460193291496,0.000110084606177165
"12",12,12,0.00431584147241334,0.0131334229518813
"13",13,13,0.0110991598607231,0.0592745441555811
"14",14,14,0.0473545147840905,0.00635582144548517
"15",15,15,0.0168182985617353,0.0467784089952711
