"","X","V","Imp","rand"
"1",1,1,0.00235151557801881,0.252448603455258
"2",2,2,0.000610153480812337,0.000273711433019549
"3",3,3,0.000437978899039657,0.00774458909204449
"4",4,4,0.003942579078156,0.0210725382057845
"5",5,5,0.00223367092868413,0.0138649190155296
"6",6,6,0.0828211040194131,0.0367694140742319
"7",7,7,0.00406559669944448,0.0352668248765046
"8",8,8,0.00531017418966364,0.0258714523639605
"9",9,9,0.0827264836179448,0.00507167971630159
"10",10,10,0.000178622482361957,0.237886914907337
"11",11,11,0.0434338155505911,0.0414844001557229
"12",12,12,0.00022476337777225,0.0254810303063027
"13",13,13,8.12077956287755e-05,0.0446174547262638
"14",14,14,0.0164434294340623,2.70184876323917e-05
"15",15,15,0.0334479800601495,0.00203330470043786
