"","X","V","Imp","rand"
"1",1,1,0.000250176101016334,0.144662697350518
"2",2,2,0.0171924158618608,0.0697452501424056
"3",3,3,0.0015687240851002,0.0115948384816449
"4",4,4,0.104255007247685,0.0138265882930346
"5",5,5,3.33476307598173e-06,0.0428738508598267
"6",6,6,0.108763958989138,0.0385127766230525
"7",7,7,1.69155879249617e-05,0.222740188659288
"8",8,8,0.00041204752192232,2.32656711729915e-05
"9",9,9,0.011562853780545,0.000900955933738596
"10",10,10,0.00014380821008473,0.133077954842777
"11",11,11,0.00104387226475438,0.0191097545360513
"12",12,12,0.000767277749015391,0.000909055791258274
"13",13,13,0.00541418356737532,0.0255804058244726
"14",14,14,0.00106430566824157,0.00318617836853569
"15",15,15,0.00336455008222412,0.0230983610180705
