"","X","V","Imp","rand"
"1",1,1,0.00081200718908445,0.00783153586474771
"2",2,2,0.0413194982713304,0.0100485151978263
"3",3,3,0.00170147041502668,0.0121623135445548
"4",4,4,0.0125426510052325,0.000636999455864777
"5",5,5,0.000529937292289023,0.150986105723547
"6",6,6,2.27186597329767e-06,0.0261680673732286
"7",7,7,0.0420403987843025,0.0714870780814904
"8",8,8,0.00815379553848966,0.0365164692718222
"9",9,9,0.0120512870125445,0.0189984876206895
"10",10,10,0.00521958570677698,0.0243101799567299
"11",11,11,0.00557851410270297,0.00652919241190949
"12",12,12,0.00493738080922742,0.000761051608785493
"13",13,13,0.000645000998806112,0.264704701288236
"14",14,14,0.00101162961670691,0.0167313765892223
"15",15,15,0.00527279384186078,0.102123023726393
