"","X","V","Imp","rand"
"1",1,1,0.00332811330572376,0.243708476496625
"2",2,2,0.0220205762385005,0.037325232537206
"3",3,3,0.0157452122350142,0.0146226552403051
"4",4,4,0.0263772054011486,0.06966203841388
"5",5,5,0.00993967216934046,0.0071743900948853
"6",6,6,0.02545642460594,0.0635547396171914
"7",7,7,0.0122675113602674,0.00301433710616174
"8",8,8,0.011400905405978,0.00200173075062078
"9",9,9,0.0739700045372145,0.00813478768961838
"10",10,10,0.330704103149575,0.136410499310382
"11",11,11,0.0893900589374987,0.0111100721480108
"12",12,12,0.0131957223144918,4.9075502321955e-06
"13",13,13,0.0169005287498497,0.00275836308210949
"14",14,14,0.444909886874665,0.0507240712585797
"15",15,15,0.0515646985797996,0.0997544955139491
