"","V1"
"1",-0.3623410487564
"2",-0.60118903787938
"3",-0.504743941228179
"4",-0.36107322262854
"5",-0.403993436770013
"6",-0.17975993879672
"7",-0.264842434606858
"8",-0.0462099434986027
"9",0.0408592734837809
"10",0.133481644867264
"11",0.0288601094665243
"12",-0.163899152012786
"13",-0.40627084001487
"14",-0.609869702284334
"15",-0.372570144011642
"16",-0.169931100319031
"17",0.0164298330426899
"18",0.0346634206468819
"19",0.203239859777079
"20",0.143098015291737
"21",0.196659032528282
"22",0.247678563844064
"23",0.256477803996375
"24",0.0392350773192148
"25",0.235231542870294
"26",0.34604639302713
"27",0.32484614138896
"28",0.191306071066674
"29",0.262853551270812
"30",0.193088946004835
"31",0.127956032527838
"32",0.0467133939441904
"33",0.0633895735329794
"34",-0.0906285357221829
"35",0.0105396597311743
"36",-0.0320983572001593
"37",-0.209954062503233
"38",-0.217636470093155
"39",0.0188288833690552
"40",0.180768077324965
"41",0.29331819109912
"42",0.229924413310634
"43",0.108644356417813
"44",0.167201104243968
"45",0.199867305275077
"46",0.200013579769032
"47",0.0414913988225306
"48",0.00069586164481037
"49",0.141517732295881
"50",0.27208652512442
