"","V1","effect_size","nonlinear","location","scale","interactions","V2"
"1",1,-0.0549668907193411,0,NA,NA,FALSE,NA
"2",2,-0.0600994804142077,0,NA,NA,FALSE,NA
"3",3,-0.0175594305816196,0,NA,NA,FALSE,NA
"4",4,0.0278940499265843,0,NA,NA,FALSE,NA
"5",5,0.00972029857652883,0,NA,NA,FALSE,NA
"6",6,-0.0387352527343953,0,NA,NA,FALSE,NA
"7",7,0.110858626701936,0,NA,NA,FALSE,NA
"8",8,-0.0495620328644024,0,NA,NA,FALSE,NA
"9",9,0.0344408176935405,0,NA,NA,FALSE,NA
"10",10,0.0552282693908318,0,NA,NA,FALSE,NA
"11",11,0.0286304373845098,0,NA,NA,FALSE,NA
"12",12,-0.111308779195635,0,NA,NA,FALSE,NA
"13",13,0.0741359616466353,0,NA,NA,FALSE,NA
"14",14,0.0309301034489809,0,NA,NA,FALSE,NA
"15",15,0.113766154713684,0,NA,NA,FALSE,NA
"16",7,0.0406984726072895,0,NA,NA,TRUE,8
