"","X","V","Imp","rand"
"1",1,1,0.0400298543792233,0.00107233386532404
"2",2,2,0.0588791078584458,0.0258558470216257
"3",3,3,0.0163347506271402,0.0115769435615287
"4",4,4,0.00242222779319355,0.106918163226149
"5",5,5,0.041149443540732,0.197308895239819
"6",6,6,0.000501684564798955,0.0107632780846527
"7",7,7,0.00923428917573205,0.0307535601649432
"8",8,8,0.0361555984073452,0.065142032254368
"9",9,9,0.195844131655507,0.00617933271458273
"10",10,10,0.0144525354953637,0.01214826721813
"11",11,11,0.00634864168881296,0.000635327622440833
"12",12,12,0.0598038372818399,0.0813332547834439
"13",13,13,0.0343510898913634,0.0921079890353121
"14",14,14,0.0304329526131904,0.0394175293240752
"15",15,15,0.0165335571929759,0.0687736319628402
