"","X","V","Imp","rand"
"1",1,1,0.000492192707411911,0.00837278997847805
"2",2,2,0.025077522487815,0.031590577734601
"3",3,3,0.121552879058002,0.0279939957671821
"4",4,4,0.0266450248117972,4.37231545059648e-05
"5",5,5,0.00108798711451372,0.00107198018244947
"6",6,6,0.0030754922561769,0.0695272813225699
"7",7,7,0.15313575196232,0.00400947007384524
"8",8,8,0.213672363282409,0.00405093427801247
"9",9,9,0.167043727038716,0.26677881166841
"10",10,10,0.0541701834202584,0.0537349880521033
"11",11,11,0.0392507680061903,0.102274690717018
"12",12,12,0.0164185797212294,0.00760570972541766
"13",13,13,0.115561371443128,0.00334378719049328
"14",14,14,0.108487935820644,0.00290898794567275
"15",15,15,0.00322276379245977,0.166663189278166
