"","X","V","Imp","rand"
"1",1,1,0.0170332387204749,0.00233505862979183
"2",2,2,0.0386506048351336,0.095908815021564
"3",3,3,0.0279513738178043,0.0205868914033156
"4",4,4,0.252429808753276,0.0460088356727424
"5",5,5,0.00564434226136581,0.0468396792738468
"6",6,6,0.00764272600644665,0.0048309703005753
"7",7,7,0.129266001430085,0.00228800636861104
"8",8,8,0.114806099208261,0.000117194797406643
"9",9,9,0.00394018740229006,0.0365197848518614
"10",10,10,0.0708818295642685,4.61331706765755e-05
"11",11,11,0.253068421604091,0.185648559003709
"12",12,12,0.000509670893230617,0.0292116596022687
"13",13,13,0.0421829642713924,0.00564722565341791
"14",14,14,0.0196566663481742,0.105956356092011
"15",15,15,0.0130071426690557,0.168045911014738
