"","X","V","Imp","rand"
"1",1,1,0.139416671312526,0.00129978986260041
"2",2,2,0.00836858283877626,0.00539275984806628
"3",3,3,0.0690770395394992,0.0436899873332325
"4",4,4,0.00117817254262387,0.00344834680632489
"5",5,5,0.150177042030262,0.000301813522780201
"6",6,6,0.000395038368273649,0.00560122517943875
"7",7,7,0.108143436593204,0.0184700227079415
"8",8,8,0.0216798942037595,0.000149558749628975
"9",9,9,0.132089487607616,0.265140455593053
"10",10,10,0.0489784264293465,0.0241737487836266
"11",11,11,0.0179988812621054,0.261315904176631
"12",12,12,0.010949189490853,0.0153385474075428
"13",13,13,0.00670237097597743,0.00289268067159706
"14",14,14,0.117078964226282,0.0549875934393447
"15",15,15,0.00998495031996653,0.0477723032145566
