"","X","V","Imp","rand"
"1",1,1,0.00242759833556172,0.0275759928508508
"2",2,2,0.00311789021874657,9.08418013128089e-06
"3",3,3,0.0076641708950992,0.00241029160934352
"4",4,4,0.0356321424519793,0.00603593628079216
"5",5,5,0.000211909497003942,0.0457314331313904
"6",6,6,0.00403147050245673,0.0726765732147914
"7",7,7,0.00621014225337084,0.0995471022977356
"8",8,8,0.133619080815299,0.000584826638662832
"9",9,9,0.00819038672922043,0.307724833809166
"10",10,10,0.000311630462792085,0.00155028183412916
"11",11,11,0.0260070132328355,0.043617262078945
"12",12,12,0.0354228810566148,1.32636667526608e-05
"13",13,13,0.000704292239093421,0.00372896559272136
"14",14,14,0.015625896899958,0.000138106295880944
"15",15,15,0.0220050171168717,0.138636112382096
