"","X","V","Imp","rand"
"1",1,1,0.0690403996368116,0.263682586502558
"2",2,2,0.00497637108922896,0.000214246727551278
"3",3,3,0.119098148685717,0.0131177901286216
"4",4,4,0.00886440840240155,0.00760544724641664
"5",5,5,0.231303490658393,0.00856527679240911
"6",6,6,0.00905250598077317,0.12273560536962
"7",7,7,0.000265033299386685,0.0329848460284772
"8",8,8,0.00089701853600607,0.0132887256785817
"9",9,9,0.0109227360734228,0.0115033278973987
"10",10,10,4.57925739669341e-05,0.0691562766909335
"11",11,11,0.0152975993448075,0.000807694914780572
"12",12,12,0.00478401419115152,0.0663959946716536
"13",13,13,0.00186305712005631,0.0335406123182886
"14",14,14,0.0770725660959091,0.000885025860034862
"15",15,15,0.22070312952944,0.105481427161594
