"","V1","effect_size","nonlinear","location","scale","interactions","V2"
"1",1,0.127651591492728,FALSE,NA,NA,FALSE,NA
"2",2,-0.161008521452987,FALSE,NA,NA,FALSE,NA
"3",3,0.0169249586298358,FALSE,NA,NA,FALSE,NA
"4",4,-0.216977268942628,FALSE,NA,NA,FALSE,NA
"5",5,-0.0499995072755427,FALSE,NA,NA,FALSE,NA
"6",6,0.061711991312585,FALSE,NA,NA,FALSE,NA
"7",7,0.188075513242035,FALSE,NA,NA,FALSE,NA
"8",8,-0.0580461896675282,FALSE,NA,NA,FALSE,NA
"9",9,-0.305451798874226,FALSE,NA,NA,FALSE,NA
"10",10,0.123894446072885,TRUE,0.324001843149255,0.101654132915024,FALSE,NA
"11",4,-0.0216308520883101,FALSE,NA,NA,TRUE,6
"12",2,0.0795606839140156,FALSE,NA,NA,TRUE,3
