"","V1","effect_size","nonlinear","location","scale","interactions","V2"
"1",1,0.0383235572010244,TRUE,0.303087347617191,1.63295896901729,FALSE,NA
"2",2,-0.398882115955554,FALSE,NA,NA,FALSE,NA
"3",3,0.230964343099236,TRUE,-0.56754514000373,0.63165533170104,FALSE,NA
"4",4,-0.168525480316143,TRUE,-0.0629793009738157,2.42885063762281,FALSE,NA
"5",5,0.238874399276714,FALSE,NA,NA,FALSE,NA
"6",6,0.440952622787317,FALSE,NA,NA,FALSE,NA
"7",7,0.18095467396766,FALSE,NA,NA,FALSE,NA
"8",8,-0.107706122844766,FALSE,NA,NA,FALSE,NA
"9",9,-0.0412192641602765,FALSE,NA,NA,FALSE,NA
"10",10,0.0833873336061415,FALSE,NA,NA,FALSE,NA
"11",6,0.0876056299851252,FALSE,NA,NA,TRUE,8
"12",4,0.0892554225511238,FALSE,NA,NA,TRUE,10
