"","X","V","Imp","rand"
"1",1,1,0.0780455768052554,0.036739811169736
"2",2,2,0.0336524767577214,0.116986043043271
"3",3,3,0.00132004949868963,0.000322694455470795
"4",4,4,0.0198112764250851,0.0356490093495899
"5",5,5,6.58469288968176e-05,0.00693577113677539
"6",6,6,2.10010581760813e-05,0.00207378525079493
"7",7,7,1.9935303618324e-05,0.0125821879108961
"8",8,8,0.010252639772678,0.0476338175321482
"9",9,9,0.00533266727434905,0.063004035915921
"10",10,10,0.000133936811824617,0.0630422872383783
"11",11,11,0.0340780968592033,0.128454682151761
"12",12,12,0.0726398641511381,0.141545280125421
"13",13,13,0.25717623057118,0.00607744825977263
"14",14,14,0.049587885781602,0.00648818923360801
"15",15,15,0.000310908847832047,0.0826267215393878
