"","X","V","Imp","rand"
"1",1,1,0.0250684711496684,0.0953322601359635
"2",2,2,0.0374168287826402,0.0244178001157729
"3",3,3,0.0029605197812768,0.0433989073459151
"4",4,4,0.0852052407669045,0.000213684375917892
"5",5,5,0.0614576921203562,0.00960155677251133
"6",6,6,0.0003476538863573,0.00162824218597856
"7",7,7,0.0224443814213187,0.00310434375635127
"8",8,8,0.24721742524516,0.0779092102052039
"9",9,9,0.000561003123640795,0.00561989862962028
"10",10,10,0.00646065994719481,0.0565093546557681
"11",11,11,0.000633723724260936,0.0475577659235919
"12",12,12,5.76789911798326e-06,0.0104454675219733
"13",13,13,0.0947052578365431,0.0426514602527319
"14",14,14,0.149680454134221,0.165094216493487
"15",15,15,0.00697286213212976,0.166499831578633
