"","V1"
"1",-0.743480675784444
"2",0.491706761614401
"3",0.629314968521993
"4",-0.112902787811875
"5",0.137180098307055
"6",0.840088029656094
"7",0.0771677996568093
"8",-0.237053882314585
"9",-1.01886234158296
"10",-0.69451244250635
"11",-1.41729927712519
"12",-0.580176334098138
"13",0.970465230564914
"14",2.17558275834798
"15",0.358368289206495
"16",-0.508403269083493
"17",1.12436865172969
"18",0.416508002561022
"19",-0.109556986521425
"20",0.119109633208069
"21",-0.843098772269863
"22",-0.388447884798683
"23",0.517275602884239
"24",0.49019082780893
"25",0.138995779945947
"26",-0.212863082917315
"27",0.195366306761431
"28",-1.04167872778293
"29",-0.193732784890415
"30",-0.579619491287395
