"","X","V","Imp","rand"
"1",1,1,0.0203909010584739,0.268229150169183
"2",2,2,3.3862986656527e-05,0.102201355639721
"3",3,3,0.0519347528459048,0.0107064322852895
"4",4,4,0.000466321965559059,0.000221447926077484
"5",5,5,0.0480412893707328,0.0198118424018986
"6",6,6,0.0124891980679965,0.0294431206635257
"7",7,7,0.0111632948654093,0.0795986884657737
"8",8,8,0.0430874221197741,0.0101972696975754
"9",9,9,0.101585734810698,0.00298611444857769
"10",10,10,0.130661232583712,0.0303539253401834
"11",11,11,0.00186810902026095,0.00676420488916751
"12",12,12,0.00194440486903425,0.0157740181414108
"13",13,13,0.0745596393617858,5.37563054303365e-06
"14",14,14,0.0243955468014547,0.160342871707125
"15",15,15,0.0550208422634685,0.0133115439090513
