"","X","V","Imp","rand"
"1",1,1,0.0961800377688807,0.000743957399938789
"2",2,2,0.00621999682088516,0.0189086612517512
"3",3,3,0.00290090593078077,0.0368756821058754
"4",4,4,0.00372648012711859,0.168304315103896
"5",5,5,0.0239478565259333,0.012781411312205
"6",6,6,0.000118598414855427,0.035448954340681
"7",7,7,0.029609614393219,0.00921377642586098
"8",8,8,5.89874654244698e-05,0.0750112459074019
"9",9,9,0.0951991850468452,0.0165913433519111
"10",10,10,0.000103441947877595,0.104663873286229
"11",11,11,0.0029564000711913,0.0343866374585148
"12",12,12,0.026308369103382,9.48840224906393e-05
"13",13,13,0.00204622991642868,0.0943142492918054
"14",14,14,0.00167873970000425,0.00545209614140846
"15",15,15,3.66841683425522e-05,0.137206712985262
