"","V1"
"1",-0.170754657203247
"2",0.492068776603436
"3",-1.25744056812357
"4",-0.828019954431626
"5",0.284841972925795
"6",0.0192255951162921
"7",0.0317343939750509
"8",0.356153562324705
"9",0.184066233962364
"10",1.2550518202664
"11",1.72946234425748
"12",0.884027118558946
"13",0.822248366173528
"14",-0.636514516225279
"15",-1.35895076196358
"16",-0.932317700877263
"17",-1.92918282389532
"18",-2.32824175619623
"19",-2.31885236879734
"20",-1.83163415076298
"21",-0.922921684103556
"22",-0.0341440898527579
"23",-0.499100718444168
"24",0.053817177811494
"25",0.79232125342001
"26",1.10144276618005
"27",0.753469656722373
"28",0.132663171200573
"29",0.407190223288356
"30",-0.210552817865364
"31",0.194800266880508
"32",-0.899975662967018
"33",-1.01532990602104
"34",-1.32450051755086
"35",0.330494967291806
"36",1.11184048040318
"37",1.84589598384513
"38",1.49932134794027
"39",1.63768191440168
"40",1.84724346231825
"41",1.64671404075585
"42",0.141097251467976
"43",0.241355683980475
"44",-1.26568381697196
"45",-1.3658583813458
"46",-0.683285179107719
"47",0.155785762669849
"48",-0.249210130384749
"49",-0.119421487413719
"50",0.0879462899966827
"51",-0.871842517122641
"52",-0.60473004319499
"53",-0.331546014004258
"54",0.377393151761497
"55",1.46470938474463
"56",0.27749491620157
"57",-0.24483172326329
"58",-0.757225691163341
"59",-1.23930430189343
"60",-0.454635626817295
"61",0.855137769176299
"62",1.21383594607478
"63",1.06185239023945
"64",0.235498485101912
"65",-0.289005182807518
"66",0.105300611283784
"67",-0.360747610264957
"68",-0.866293174050455
"69",-0.578471585668207
"70",-0.908201938933436
"71",-0.36866345184632
"72",0.160307700758808
"73",1.2303253159608
"74",1.7737453373344
"75",1.82474783485613
"76",0.794134434304855
"77",1.20164590391773
"78",2.12606064728465
"79",1.08301192195267
"80",0.940330905131661
"81",0.630251293598977
"82",0.090760599884168
"83",-0.80647561144295
"84",-0.564893595338719
"85",-0.723051738578708
"86",-0.470141162689907
"87",-0.949625055160698
"88",-0.990560907227043
"89",-1.35641096052082
"90",-1.37793853085048
"91",-0.389942140701322
"92",-0.31306935246191
"93",-1.04999104892147
"94",-0.396412344640924
"95",-1.07709439821651
"96",0.0315107931802992
"97",-0.0725373866460287
"98",1.06739309274732
"99",1.10357739185027
"100",0.90654903284759
