"","X","V","Imp","rand"
"1",1,1,0.20609910036898,0.0152716788928685
"2",2,2,0.00284721309181223,0.0186188784550359
"3",3,3,0.239483371483501,0.0602164729571332
"4",4,4,0.137046626483702,0.0249265563200225
"5",5,5,0.0851500116010304,0.0164933897073069
"6",6,6,0.0212927367081942,0.00142530771162477
"7",7,7,0.0302000118634291,0.0228976336513816
"8",8,8,0.000331849178240916,0.00455057640580483
"9",9,9,4.67773803915606e-05,0.0248246622602881
"10",10,10,0.03691122528987,0.00235571862264119
"11",11,11,0.0956496515288685,0.157548765171395
"12",12,12,0.0570317563550726,0.324177472140843
"13",13,13,0.0351123975504607,0.0541683886125193
"14",14,14,0.0268028669610063,0.0086489988703015
"15",15,15,0.000330804034309385,0.0137981178034192
