"","X","V","Imp","rand"
"1",1,1,0.00842858908069683,0.00479244604850053
"2",2,2,0.00804827273648612,0.016505908280388
"3",3,3,6.08579594324727e-06,0.00852529988156974
"4",4,4,0.0203224928322441,0.000210463480358704
"5",5,5,0.00264453697378411,0.0585400842551815
"6",6,6,0.00470493833851309,0.0282143751847958
"7",7,7,0.000717646018797835,0.00118083330156634
"8",8,8,2.46390519855115e-05,0.00145659015437566
"9",9,9,0.00325871272184178,0.0429831044518896
"10",10,10,0.00157596768357179,0.00232617418398454
"11",11,11,0.00223335235372094,0.0156155216415234
"12",12,12,0.000950957521384594,0.101034547813063
"13",13,13,0.00692267848766251,0.192388210991772
"14",14,14,0.00270047499331031,0.26634283135322
"15",15,15,6.34187303015355e-07,0.00987500190130697
