"","X","V","Imp","rand"
"1",1,1,0.00205473626809073,0.211012278767935
"2",2,2,0.00019875806930079,0.0899098841167199
"3",3,3,0.00666481461773038,0.00648912660375353
"4",4,4,0.000235490829733083,0.00220579906815389
"5",5,5,1.44677054057003e-06,0.00146244306461379
"6",6,6,0.00810994042281819,0.0165023305018047
"7",7,7,0.000773197609716871,0.0116836211290172
"8",8,8,0.0121631744754272,0.00202976493697204
"9",9,9,0.000920738977924277,0.0345750295172046
"10",10,10,0.00569119952485339,0.0696160991094016
"11",11,11,0.00105769700779537,0.16311316604591
"12",12,12,0.0214327072376129,0.0691863796636117
"13",13,13,0.00118445303609581,0.0431125399840726
"14",14,14,0.00102259939267122,0.0126440556792479
"15",15,15,0.00101992244289983,0.01667880685934
