"","V1"
"1",-0.275730642847172
"2",0.418675563213166
"3",1.4809819525496
"4",0.55390825104496
"5",-0.689995502128506
"6",-0.322689988357878
"7",-1.49168889479528
"8",0.561100760899378
"9",-0.529767475973582
"10",0.82874408979389
"11",-0.13618438038852
"12",0.0282044761073874
"13",-0.404617577063215
"14",0.337339884212676
"15",-0.297362639849603
"16",0.834106290500547
"17",-0.116713445704237
"18",-0.181115361501259
"19",-0.0227822302710858
"20",0.408461953695909
"21",-0.138250326154176
"22",-1.39066429762643
"23",-0.363044439990205
"24",0.613155187996968
"25",-0.761772974418363
"26",-0.69800926277676
"27",-0.157606422078861
"28",-1.59107575380581
"29",0.209659125784466
"30",-1.81727687652508
"31",-0.877524047903533
"32",1.20594804541882
"33",0.241698239470118
"34",0.802588168898276
"35",1.35751313321251
"36",0.380658116276379
"37",0.068026902534979
"38",0.0194103708973178
"39",-0.988842644702539
"40",0.810919724505736
"41",-0.357112526023326
"42",-0.209008576521397
"43",-0.0368441472849824
"44",0.332085533251028
"45",-0.17724216232009
"46",0.318573656000194
"47",0.0313516121767326
"48",-0.238692472532293
"49",1.31387403909856
"50",1.11462999200459
